Marker	TaxonPath	Clade	Level	MarkerLength	AmpliconSize
gi|552902020|ref|NZ_AXMK01000001.1|:c1228696-1228250	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acnes	Propionibacterium_acnes	Species	447	384
gi|552902020|ref|NZ_AXMK01000001.1|:c1625038-1624022	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acnes	Propionibacterium_acnes	Species	1017	704
gi|552902190|ref|NZ_AXML01000004.1|:c579659-578172	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acnes	Propionibacterium_acnes	Species	1488	697
gi|544671929|ref|NZ_AOSS01000350.1|:c10780-9908	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_granulosum	Propionibacterium_granulosum	Species	873	704
gi|544672317|ref|NZ_AOST01000022.1|:66190-68115	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_granulosum	Propionibacterium_granulosum	Species	1926	703
gi|550735774|gb|AXMM01000002.1|:c751774-751298	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_granulosum	Propionibacterium_granulosum	Species	477	463
gi|395203061|ref|NZ_AFAM01000001.1|:c244616-243831	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	786	698
gi|395203061|ref|NZ_AFAM01000001.1|:c260639-259980	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	660	658
gi|395203061|ref|NZ_AFAM01000001.1|:c312862-312554	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	309	288
gi|395203061|ref|NZ_AFAM01000001.1|:c34216-33161	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	1056	708
gi|395203469|ref|NZ_AFAM01000002.1|:37393-37605	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	213	208
gi|395203690|ref|NZ_AFAM01000005.1|:7982-10204	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	2223	705
gi|395203690|ref|NZ_AFAM01000005.1|:c111259-111038	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	222	193
gi|395203690|ref|NZ_AFAM01000005.1|:c52756-52631	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	126	90
gi|395203852|ref|NZ_AFAM01000006.1|:193159-193779	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	621	555
gi|395203852|ref|NZ_AFAM01000006.1|:75953-76378	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	426	361
gi|395203852|ref|NZ_AFAM01000006.1|:c137365-136916	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	450	431
gi|395203852|ref|NZ_AFAM01000006.1|:c75652-75533	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	120	310
gi|395204147|ref|NZ_AFAM01000008.1|:231579-231755	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	177	146
gi|395204147|ref|NZ_AFAM01000008.1|:c192705-192466	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	240	227
gi|395204147|ref|NZ_AFAM01000008.1|:c721415-721191	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	225	195
gi|395205131|ref|NZ_AFAM01000014.1|:c59116-58358	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	759	693
gi|395205131|ref|NZ_AFAM01000014.1|:c69464-69276	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	189	84
gi|395205346|ref|NZ_AFAM01000017.1|:12091-12363	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	273	208
gi|395205346|ref|NZ_AFAM01000017.1|:477016-477147	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	132	101
gi|395205346|ref|NZ_AFAM01000017.1|:c111452-110940	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	513	509
gi|395205346|ref|NZ_AFAM01000017.1|:c304806-304684	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	123	83
gi|395205346|ref|NZ_AFAM01000017.1|:c43269-42787	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	483	405
gi|395205346|ref|NZ_AFAM01000017.1|:c476952-476512	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	441	382
gi|395205346|ref|NZ_AFAM01000017.1|:c655204-654380	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	825	713
gi|395206111|ref|NZ_AFAM01000018.1|:111525-111779	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	255	210
gi|395206111|ref|NZ_AFAM01000018.1|:226375-226509	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	135	80
gi|395206455|ref|NZ_AFAM01000020.1|:c4555-4424	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii	Propionibacterium_humerusii	Species	132	119
GeneID:13826912	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Propionibacterium_phage_P100_A	Propionibacterium_phage_P100_A	Species	393	391
GeneID:13827106	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Propionibacterium_phage_P1_1	Propionibacterium_phage_P1_1	Species	198	151
GeneID:10498655	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Propionibacterium_phage_PAD20	Propionibacterium_phage_PAD20	Species	741	709
GeneID:10498608	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Propionibacterium_phage_PAS50	Propionibacterium_phage_PAS50	Species	663	642
gi|335052938|ref|NZ_AFIL01000004.1|:4461-4578	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_434_HC2	Propionibacterium_sp_434_HC2	Species	118	96
gi|335053104|ref|NZ_AFIL01000010.1|:c43071-42837	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_434_HC2	Propionibacterium_sp_434_HC2	Species	235	221
gi|335053207|ref|NZ_AFIL01000016.1|:c75436-75296	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_434_HC2	Propionibacterium_sp_434_HC2	Species	141	139
gi|335054139|ref|NZ_AFIL01000041.1|:c77880-77749	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_434_HC2	Propionibacterium_sp_434_HC2	Species	132	80
gi|335054309|ref|NZ_AFIL01000044.1|:65842-65994	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_434_HC2	Propionibacterium_sp_434_HC2	Species	153	90
gi|335054434|ref|NZ_AFIL01000047.1|:12103-12642	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_434_HC2	Propionibacterium_sp_434_HC2	Species	540	493
gi|335054520|ref|NZ_AFIL01000051.1|:c25042-24929	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_434_HC2	Propionibacterium_sp_434_HC2	Species	114	73
gi|335055158|ref|NZ_AFIL01000073.1|:155425-155610	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_434_HC2	Propionibacterium_sp_434_HC2	Species	186	121
gi|355707189|ref|NZ_JH376566.1|:236054-236590	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_5_U_42AFAA	Propionibacterium_sp_5_U_42AFAA	Species	537	518
gi|355708280|ref|NZ_JH376568.1|:c63099-62986	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_5_U_42AFAA	Propionibacterium_sp_5_U_42AFAA	Species	114	304
gi|514979630|ref|NZ_KE340299.1|:c1519736-1517826	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_HGH0353	Propionibacterium_sp_HGH0353	Species	1911	702
gi|550735774|gb|AXMM01000002.1|:509428-510885	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_KPL1844	Propionibacterium_sp_KPL1844	Species	1458	700
gi|550735774|gb|AXMM01000002.1|:740-1753	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_KPL1844	Propionibacterium_sp_KPL1844	Species	1014	698
gi|550737965|gb|AXMM01000001.1|:c339754-339413	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_KPL1844	Propionibacterium_sp_KPL1844	Species	342	280
gi|552896371|ref|NZ_AXMI01000002.1|:767403-767774	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_KPL1854	Propionibacterium_sp_KPL1854	Species	372	338
gi|552896688|ref|NZ_AXMI01000003.1|:118812-119252	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_KPL1854	Propionibacterium_sp_KPL1854	Species	441	420
gi|552897324|ref|NZ_AXMI01000005.1|:788-1104	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_KPL1854	Propionibacterium_sp_KPL1854	Species	317	214
gi|552897361|ref|NZ_AXMI01000006.1|:1-107	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_KPL1854	Propionibacterium_sp_KPL1854	Species	107	72
gi|552879811|ref|NZ_AXME01000001.1|:1431752-1431913	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_KPL2008	Propionibacterium_sp_KPL2008	Species	162	83
gi|552879811|ref|NZ_AXME01000001.1|:655649-655855	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_KPL2008	Propionibacterium_sp_KPL2008	Species	207	132
gi|552879811|ref|NZ_AXME01000001.1|:865400-865597	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_KPL2008	Propionibacterium_sp_KPL2008	Species	198	173
gi|552879811|ref|NZ_AXME01000001.1|:990664-990933	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_KPL2008	Propionibacterium_sp_KPL2008	Species	270	237
gi|552879811|ref|NZ_AXME01000001.1|:c1820429-1820292	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_KPL2008	Propionibacterium_sp_KPL2008	Species	138	97
gi|552879811|ref|NZ_AXME01000001.1|:c31864-31571	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_KPL2008	Propionibacterium_sp_KPL2008	Species	294	264
gi|552879811|ref|NZ_AXME01000001.1|:c590861-590655	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_KPL2008	Propionibacterium_sp_KPL2008	Species	207	186
gi|422323853|ref|NZ_JH370351.1|:549841-550080	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia	Rothia	Genus	240	221
